starttime_VCO2_6262_1,area_VCO2_6262_1
09:09:26,.1890603
09:10:55,.1582116
09:12:05,.1536641
09:13:15,.1767983
09:14:26,.2053673
09:16:42,1.017402
09:17:56,.1044467
09:19:15,.9198499
09:20:26,.3816191
09:21:48,.5621219
09:23:07,.6408319
09:24:20,1.264148
09:25:36,.115306
09:27:03,.1372774
09:28:37,.1535768
09:30:32,.1769554
09:31:45,.2102401
09:32:57,.1455547
09:34:23,1.543989
09:35:54,.1920563
09:37:05,1.188377E-02
09:09:26,1.69589
09:10:55,.1181979
09:12:05,.2184013
09:13:15,.2342569
09:14:26,.7383672
09:16:42,.268301
09:17:56,.1995035
09:19:15,.6309569
09:20:26,.9564397
09:21:48,.5807192
09:23:07,.2576257
09:24:20,.9019009
09:25:36,.8675974
09:27:03,.1320472
09:28:37,1.130556
09:30:32,.2087429
09:31:45,.2021749
09:32:57,.89929
09:34:23,1.0933
09:35:54,.1362955
09:37:05,3.371578E-03
