starttime_VCO2_6262_1,area_VCO2_6262_1
09:43:01,.2239125
09:43:47,6.692535E-02
09:45:25,4.912575E-02
09:46:47,4.939872E-02
09:48:01,.1506857
09:49:42,3.874716E-02
09:51:08,.1195854
09:52:36,7.104526E-02
09:54:01,.1778054
09:55:26,.4037302
09:57:07,6.047989E-02
09:58:23,1.399557E-02
09:59:44,.777239
10:01:34,.1561337
10:03:01,.5604136
10:04:31,.6005536
10:05:51,.8296191
10:08:07,.9001287
10:09:50,5.109341E-02
10:11:07,3.979053E-02
10:12:32,9.899075E-02
10:13:55,5.605895E-03
10:15:10,4.758589E-03
09:43:01,1.197152
09:43:47,.2283369
09:45:25,.2640488
09:46:47,.0999988
09:48:01,1.391585
09:49:42,7.809602E-02
09:51:08,7.399502E-02
09:52:36,9.218038E-02
09:54:01,.1433078
09:55:26,1.332698
09:57:07,.1641282
09:58:23,.1163012
09:59:44,1.47356
10:01:34,2.265323E-02
10:03:01,.1871905
10:04:31,5.252733E-02
10:05:51,5.878105E-02
10:08:07,9.510241E-02
10:09:50,.1004196
10:11:07,.2101761
10:12:32,1.647933E-03
10:13:55,1.702601E-02
10:15:10,1.819468E-02
