starttime_VCO2_6262_1,area_VCO2_6262_1
09:18:10,.6786519
09:19:35,9.264114E-02
09:20:47,8.372533E-02
09:22:08,9.615235E-02
09:23:23,5.859322E-02
09:24:31,6.880146E-02
09:25:47,.6595102
09:27:14,.1016834
09:28:32,9.197099E-02
09:29:42,9.580125E-02
09:31:21,5.102506E-02
09:32:58,.1003054
09:34:06,.3940577
09:35:24,.1065777
09:36:32,.1068
09:37:55,.0591845
09:39:25,.9635664
09:40:46,9.909682E-02
09:42:13,.2091181
09:43:23,.1069653
09:44:32,6.162823E-02
09:45:40,.1135002
09:46:49,.8337691
09:48:17,1.099898
09:49:44,.126625
09:50:56,.1464526
09:52:03,8.621497E-02
09:53:25,.8528228
09:54:50,.122293
09:56:19,6.009932E-02
09:57:28,6.182205E-02
09:58:28,.1159946
09:59:42,.1721524
10:00:55,.4999671
10:02:12,.0760495
10:03:27,7.924138E-02
10:04:46,6.281079E-02
10:06:05,.1297771
10:07:12,.1027413
10:08:25,.1246479
10:09:47,.0856957
10:11:01,5.819039E-02
10:12:15,.294902
10:13:25,.4799809
10:14:45,.1041425
10:15:55,.4071133
10:17:12,.1153014
10:18:23,.1169858
10:19:46,9.213658E-02
10:21:15,.1005343
10:22:29,6.748023E-02
10:23:48,1.180135
10:25:12,5.234618E-02
10:26:38,9.673765E-02
10:27:51,6.067784E-02
10:29:05,.4631884
10:30:24,1.987892
10:31:59,9.393295E-02
10:33:19,.1201025
10:34:40,9.973249E-02
10:35:54,.1715246
10:37:33,8.843654E-02
10:38:51,.4847324
10:40:06,9.278187E-02
09:18:10,.5966194
09:19:35,.1984548
09:20:47,.1981357
09:22:08,7.784459E-02
09:23:23,.1572495
09:24:31,.1204828
09:25:47,.1969762
09:27:14,.3069078
09:28:32,.1444533
09:29:42,1.496552
09:31:21,.9230639
09:32:58,.1185236
09:34:06,.128284
09:35:24,.1341356
09:36:32,.9804894
09:37:55,1.358763
09:39:25,.1133857
09:40:46,1.336179
09:42:13,.1252325
09:43:23,.1205281
09:44:32,.1446821
09:45:40,.1143252
09:46:49,.1572422
09:48:17,8.792597E-02
09:49:44,.1148916
09:50:56,.1067075
09:52:03,.1430514
09:53:25,1.437245
09:54:50,1.24083
09:56:19,.1279719
09:57:28,.1272969
09:58:28,.1766804
09:59:42,.1178204
10:00:55,.115106
10:02:12,.189284
10:03:27,.4536707
10:04:46,.1621254
10:06:05,.1153344
10:07:12,.1563195
10:08:25,.4420799
10:09:47,.1883108
10:11:01,.1912174
10:12:15,.1023718
10:13:25,1.07467
10:14:45,.156886
10:15:55,.159225
10:17:12,.1423214
10:18:23,.8953964
10:19:46,1.202635
10:21:15,.1013656
10:22:29,.2308934
10:23:48,.1209087
10:25:12,.7296919
10:26:38,.139002
10:27:51,.1949383
10:29:05,.1717628
10:30:24,.960322
10:31:59,.191141
10:33:19,.7467766
10:34:40,1.486502E-02
10:35:54,1.020578
10:37:33,.1124822
10:38:51,1.282357E-02
10:40:06,.2089028
