starttime_VCO2_6262_1,area_VCO2_6262_1
09:31:15,.1964496
09:32:33,.134474
09:34:16,1.296513E-04
09:34:27,.1384631
09:36:04,.1146397
09:37:17,.2014835
09:38:41,.1288678
09:40:08,1.229758
09:41:35,.1846491
09:42:50,.154179
09:44:15,.1320206
09:45:36,.1446705
09:46:56,.1872823
09:48:18,.1396506
09:49:30,1.306148
09:50:43,.2115942
09:51:58,.1875596
09:53:17,2.983503E-02
09:54:30,.1832532
09:55:44,.1737901
09:56:54,1.36306
09:58:13,.1816341
09:59:39,.1273463
10:01:04,7.963536E-03
10:02:02,9.578958E-03
09:31:15,.1853761
09:32:33,1.313636
09:34:16,3.75443E-04
09:34:27,1.396966
09:36:04,.2564581
09:37:17,2.256238
09:38:41,1.347106
09:40:08,1.19284
09:41:35,.249226
09:42:50,1.573686
09:44:15,1.214072
09:45:36,1.274569
09:46:56,1.33537
09:48:18,.3157995
09:49:30,.1933218
09:50:43,.3406958
09:51:58,.8929729
09:53:17,.1030281
09:54:30,.2093206
09:55:44,.2477685
09:56:54,.2389543
09:58:13,.1786893
09:59:39,.2961681
10:01:04,-2.291917E-03
10:02:02,1.100254E-02
