starttime_VCO2_1,area_VCO2_1
09:43:01,.2239125
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
09:43:47,6.695959E-02
