starttime_VCO2_6262_1,area_VCO2_6262_1
10:03:42,1.135671
10:05:54,7.569395E-02
10:07:50,7.826325E-02
10:09:52,.1467308
10:11:19,.5855048
10:13:58,6.273642E-02
10:15:35,9.001566E-02
10:17:26,.6487276
10:19:05,.2354349
10:20:44,9.713061E-02
10:22:07,8.423872E-02
10:23:29,5.005034E-02
10:24:58,.1146481
10:26:41,5.777458E-02
10:28:42,.8943273
10:30:30,5.099713E-02
10:32:22,6.844062E-02
10:33:50,1.215064E-02
10:34:56,1.613718E-02
10:03:42,1.055237
10:05:54,1.234191
10:07:50,1.391868
10:09:52,.2753476
10:11:19,.1518418
10:13:58,.1415706
10:15:35,.1399144
10:17:26,.1815212
10:19:05,1.464542
10:20:44,.1027404
10:22:07,.1830288
10:23:29,.1269463
10:24:58,1.467039
10:26:41,1.170267
10:28:42,1.951943
10:30:30,1.523376
10:32:22,2.201666E-02
10:33:50,.0221894
10:34:56,.0010337
